,Topic Cluster Number,Institutions With the Same Topic Number,Topic Cluster,Scholarly Output,Publication share (%),Growth (%),Field-Weighted Citation Impact,Prominence percentile,Specific Institution
71,TC.1122,"University of Ghana, University of Nairobi",Editorial; Periodicals As Topic; Publications,1.0,0.01,-,8.36,26.706999999999997,University of Ghana
72,TC.1122,"University of Ghana, University of Nairobi",Editorial; Periodicals As Topic; Publications,1.0,0.01,-,8.36,26.706999999999997,University of Nairobi
73,TC.1127,"University of Massachusetts, University of Nairobi, University of Western Australia",Curcumin; Curcuma; Ginger,7.0,0.12,-,2.94,71.62,University of Massachusetts
74,TC.1127,"University of Massachusetts, University of Nairobi, University of Western Australia",Curcumin; Curcuma; Ginger,2.0,0.03,-,5.49,71.62,University of Nairobi
75,TC.1127,"University of Massachusetts, University of Nairobi, University of Western Australia",Curcumin; Curcuma; Ginger,34.0,0.59,-,6.6,71.62,University of Western Australia
76,TC.1131,University of York,Translation; Translator; Interpreter,7.0,0.12,-,3.38,12.249,University of York
77,TC.1133,Renmin University of China,Career; Students; Schools,16.0,0.45,42.5,3.73,28.983,Renmin University of China
78,TC.1134,National Cheng Kung University,Drosophila; White Spot Syndrome Virus 1; Hemocytes,23.0,0.63,76.3,1.64,55.68899999999999,National Cheng Kung University
79,TC.1138,University of Nairobi,Retroelements; Genome; DNA Transposable Elements,1.0,0.03,-,2.87,45.983999999999995,University of Nairobi
80,TC.1139,University of York,Archives; Library; Collections,5.0,0.12,-,2.94,16.131,University of York
81,TC.114,University of Nairobi,Roman; Rome; Ancient,2.0,0.02,-,2.55,11.177999999999999,University of Nairobi
82,TC.115,"Maastricht University, University of Cape Town",Candida; Infection; Candida Albicans,16.0,0.08,-30.2,3.11,85.20700000000001,Maastricht University
83,TC.115,"Maastricht University, University of Cape Town",Candida; Infection; Candida Albicans,63.0,0.33,86.2,3.01,85.20700000000001,University of Cape Town
84,TC.1150,University of Western Australia,Autonomous Underwater Vehicles; Underwater Acoustics; Remotely Operated Vehicles,12.0,0.23,90.6,2.82,37.082,University of Western Australia
85,TC.1157,"University of Auckland, University of Bergen, University of Ghana, University of Western Australia",DNA; Barcoding; Polymerase Chain Reaction,13.0,0.28,-,4.54,69.679,University of Auckland
86,TC.1157,"University of Auckland, University of Bergen, University of Ghana, University of Western Australia",DNA; Barcoding; Polymerase Chain Reaction,7.0,0.15,-,5.63,69.679,University of Bergen
87,TC.1157,"University of Auckland, University of Bergen, University of Ghana, University of Western Australia",DNA; Barcoding; Polymerase Chain Reaction,2.0,0.04,-,2.17,69.679,University of Ghana
88,TC.1157,"University of Auckland, University of Bergen, University of Ghana, University of Western Australia",DNA; Barcoding; Polymerase Chain Reaction,11.0,0.24,-20.4,3.87,69.679,University of Western Australia
89,TC.1159,"The Chinese University of Hong Kong, Shenzhen",Zebrafish; Danio Rerio; Fishes,1.0,0.02,-,3.38,55.086999999999996,"The Chinese University of Hong Kong, Shenzhen"
90,TC.116,"Universidade Federal de Minas Gerais, University of Ghana, University of Rochester, University of Southampton",Allergens; Hypersensitivity; Atopic Dermatitis,17.0,0.09,-53.5,2.66,90.62899999999999,Universidade Federal de Minas Gerais
91,TC.116,"Universidade Federal de Minas Gerais, University of Ghana, University of Rochester, University of Southampton",Allergens; Hypersensitivity; Atopic Dermatitis,1.0,0.01,-100.0,2.81,90.62899999999999,University of Ghana
92,TC.116,"Universidade Federal de Minas Gerais, University of Ghana, University of Rochester, University of Southampton",Allergens; Hypersensitivity; Atopic Dermatitis,54.0,0.23,395.5,5.87,90.62899999999999,University of Rochester
93,TC.116,"Universidade Federal de Minas Gerais, University of Ghana, University of Rochester, University of Southampton",Allergens; Hypersensitivity; Atopic Dermatitis,169.0,0.86,-9.6,3.29,90.62899999999999,University of Southampton
94,TC.1160,Maastricht University,Appendicitis; Appendectomy; Appendix,6.0,0.17,-100.0,2.67,24.699,Maastricht University
95,TC.1162,University of Rochester,Hyponatremia; Sodium; Hyperkalemia,35.0,0.8,-1.1,5.08,32.664,University of Rochester
96,TC.1167,University of Bristol,Grief; Bereavement; Death,13.0,0.33,-,3.64,32.262,University of Bristol
97,TC.117,"The Chinese University of Hong Kong, Shenzhen",Urinary Bladder; Overactive Urinary Bladder; Women,1.0,0.0,-,3.17,80.054,"The Chinese University of Hong Kong, Shenzhen"
98,TC.1173,University of Bristol,Behcet Syndrome; Uveitis; Patients,33.0,0.94,-31.3,4.39,26.372,University of Bristol
99,TC.1179,National Cheng Kung University,Language; Sign; Hearing,30.0,0.88,181.5,2.04,16.801,National Cheng Kung University
100,TC.118,Universidade Federal de Minas Gerais,Permanent Magnets; Induction Motors; Synchronous Motors,23.0,0.07,-7.7,1.96,87.818,Universidade Federal de Minas Gerais
101,TC.1189,Instituto Tecnologico de Estudios Superiores de Monterrey,Law; Contract; Court,2.0,0.07,-,2.12,3.815,Instituto Tecnologico de Estudios Superiores de Monterrey
102,TC.119,"Instituto Tecnologico de Estudios Superiores de Monterrey, University of Auckland",Cellulose; Lignin; Cellulases,35.0,0.14,1569.4,2.5,98.126,Instituto Tecnologico de Estudios Superiores de Monterrey
103,TC.119,"Instituto Tecnologico de Estudios Superiores de Monterrey, University of Auckland",Cellulose; Lignin; Cellulases,25.0,0.1,31.8,3.36,98.126,University of Auckland
104,TC.1192,"Instituto Tecnologico de Estudios Superiores de Monterrey, University of Western Australia",Coffee; Caffeine; Energy Drinks,2.0,0.05,-,3.0,58.635,Instituto Tecnologico de Estudios Superiores de Monterrey
105,TC.1192,"Instituto Tecnologico de Estudios Superiores de Monterrey, University of Western Australia",Coffee; Caffeine; Energy Drinks,13.0,0.33,85.6,3.49,58.635,University of Western Australia
106,TC.1195,Universidade Federal de Minas Gerais,Diptera; Myiasis; Larva,10.0,0.34,-48.8,3.25,40.428000000000004,Universidade Federal de Minas Gerais
107,TC.12,"National Cheng Kung University, nan, University of Ghana, University of Rochester, University of Sydney",T-Lymphocytes; Neoplasms; Immunotherapy,40.0,0.08,75.7,2.7,99.665,National Cheng Kung University
108,TC.12,"National Cheng Kung University, nan, University of Ghana, University of Rochester, University of Sydney",T-Lymphocytes; Neoplasms; Immunotherapy,52.0,0.1,-22.7,3.34,99.665,
109,TC.12,"National Cheng Kung University, nan, University of Ghana, University of Rochester, University of Sydney",T-Lymphocytes; Neoplasms; Immunotherapy,2.0,0.0,-100.0,2.97,99.665,University of Ghana
110,TC.12,"National Cheng Kung University, nan, University of Ghana, University of Rochester, University of Sydney",T-Lymphocytes; Neoplasms; Immunotherapy,111.0,0.17,10.4,4.4,99.665,University of Rochester
111,TC.12,"National Cheng Kung University, nan, University of Ghana, University of Rochester, University of Sydney",T-Lymphocytes; Neoplasms; Immunotherapy,270.0,0.54,55.5,13.67,99.665,University of Sydney
112,TC.1202,Instituto Tecnologico de Estudios Superiores de Monterrey,Foreign Bodies; Eating; Child,2.0,0.06,-,1.85,6.627000000000001,Instituto Tecnologico de Estudios Superiores de Monterrey
113,TC.1207,University of Massachusetts,Deglutition Disorders; Stroke; Patients,7.0,0.18,-53.8,6.62,32.999,University of Massachusetts
114,TC.1208,nan,Acne Vulgaris; Hidradenitis Suppurativa; Rosacea,32.0,0.77,206.8,3.23,48.996,
115,TC.1224,"University of Auckland, University of Southampton, University of Sydney",Adolescent; Pediatrics; Schools,12.0,0.33,-100.0,24.68,39.558,University of Auckland
116,TC.1224,"University of Auckland, University of Southampton, University of Sydney",Adolescent; Pediatrics; Schools,14.0,0.39,-7.9,21.01,39.558,University of Southampton
117,TC.1224,"University of Auckland, University of Southampton, University of Sydney",Adolescent; Pediatrics; Schools,30.0,0.83,-38.6,11.11,39.558,University of Sydney
118,TC.1232,"University of Ghana, University of Nairobi",Bacteriophages; Genome; Viruses,1.0,0.03,-,2.21,61.913999999999994,University of Ghana
119,TC.1232,"University of Ghana, University of Nairobi",Bacteriophages; Genome; Viruses,2.0,0.06,-,2.67,61.913999999999994,University of Nairobi
120,TC.1236,"Maastricht University, nan",Proteins; Exercise; Muscle Proteins,72.0,2.86,-49.6,3.24,48.126000000000005,Maastricht University
121,TC.1236,"Maastricht University, nan",Proteins; Exercise; Muscle Proteins,9.0,0.36,-46.8,2.61,48.126000000000005,
122,TC.124,"Maastricht University, National Cheng Kung University, The Chinese University of Hong Kong, Shenzhen, nan, University of Leeds, University of Sydney, University of Western Australia",Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,146.0,0.52,86.9,3.06,95.58200000000001,Maastricht University
123,TC.124,"Maastricht University, National Cheng Kung University, The Chinese University of Hong Kong, Shenzhen, nan, University of Leeds, University of Sydney, University of Western Australia",Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,37.0,0.13,-32.0,5.12,95.58200000000001,National Cheng Kung University
124,TC.124,"Maastricht University, National Cheng Kung University, The Chinese University of Hong Kong, Shenzhen, nan, University of Leeds, University of Sydney, University of Western Australia",Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,3.0,0.01,-,3.39,95.58200000000001,"The Chinese University of Hong Kong, Shenzhen"
125,TC.124,"Maastricht University, National Cheng Kung University, The Chinese University of Hong Kong, Shenzhen, nan, University of Leeds, University of Sydney, University of Western Australia",Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,22.0,0.08,494.8,2.74,95.58200000000001,
126,TC.124,"Maastricht University, National Cheng Kung University, The Chinese University of Hong Kong, Shenzhen, nan, University of Leeds, University of Sydney, University of Western Australia",Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,16.0,0.06,-,3.2,95.58200000000001,University of Leeds
127,TC.124,"Maastricht University, National Cheng Kung University, The Chinese University of Hong Kong, Shenzhen, nan, University of Leeds, University of Sydney, University of Western Australia",Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,87.0,0.31,-28.6,5.46,95.58200000000001,University of Sydney
128,TC.124,"Maastricht University, National Cheng Kung University, The Chinese University of Hong Kong, Shenzhen, nan, University of Leeds, University of Sydney, University of Western Australia",Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,42.0,0.15,154.9,3.35,95.58200000000001,University of Western Australia
129,TC.1243,University of Ghana,Malpractice; Physicians; Jurisprudence,2.0,0.07,-,2.29,10.241,University of Ghana
130,TC.1257,"Maastricht University, University of Auckland, University of Bristol, University of Leeds",Research; Data; Information Dissemination,9.0,0.16,-,19.24,66.867,Maastricht University
131,TC.1257,"Maastricht University, University of Auckland, University of Bristol, University of Leeds",Research; Data; Information Dissemination,16.0,0.29,-38.6,3.83,66.867,University of Auckland
132,TC.1257,"Maastricht University, University of Auckland, University of Bristol, University of Leeds",Research; Data; Information Dissemination,17.0,0.31,84.2,7.17,66.867,University of Bristol
133,TC.1257,"Maastricht University, University of Auckland, University of Bristol, University of Leeds",Research; Data; Information Dissemination,14.0,0.25,-,3.57,66.867,University of Leeds
134,TC.126,University of Auckland,Lizards; Turtles; Frogs,15.0,0.1,-8.4,3.4,76.506,University of Auckland
135,TC.1264,"The Chinese University of Hong Kong, Shenzhen, Zhejiang University",Genome; Genes; Guide RNA,6.0,0.1,-78.1,2.93,94.244,"The Chinese University of Hong Kong, Shenzhen"
136,TC.1264,"The Chinese University of Hong Kong, Shenzhen, Zhejiang University",Genome; Genes; Guide RNA,57.0,0.66,-34.3,2.53,94.244,Zhejiang University
137,TC.1268,University of York,Brassica Napus; Brassicaceae; Brassica Rapa,13.0,0.56,-,5.92,30.656,University of York
138,TC.127,"University of Auckland, University of Cape Town",Fossils; Pleistocene; Paleolithic,20.0,0.14,29.8,2.73,80.52199999999999,University of Auckland
139,TC.127,"University of Auckland, University of Cape Town",Fossils; Pleistocene; Paleolithic,105.0,0.73,-14.3,3.18,80.52199999999999,University of Cape Town
140,TC.13,"University of Alberta, University of Auckland",Electric Potential; Electric Inverters; DC-DC Converters,229.0,0.31,-19.4,2.93,98.461,University of Alberta
141,TC.13,"University of Alberta, University of Auckland",Electric Potential; Electric Inverters; DC-DC Converters,201.0,0.27,-29.6,2.92,98.461,University of Auckland
142,TC.130,"nan, University of Leeds, University of Rochester",Rheumatoid Arthritis; Psoriasis; Patients,148.0,0.66,71.0,2.67,91.165,
143,TC.130,"nan, University of Leeds, University of Rochester",Rheumatoid Arthritis; Psoriasis; Patients,385.0,1.71,18.8,3.74,91.165,University of Leeds
144,TC.130,"nan, University of Leeds, University of Rochester",Rheumatoid Arthritis; Psoriasis; Patients,103.0,0.37,37.6,4.0,91.165,University of Rochester
145,TC.131,"University of Massachusetts, University of Rochester",Memristors; MOSFET Devices; Data Storage Equipment,58.0,0.24,257.3,4.01,90.295,University of Massachusetts
146,TC.131,"University of Massachusetts, University of Rochester",Memristors; MOSFET Devices; Data Storage Equipment,29.0,0.1,143.6,5.38,90.295,University of Rochester
147,TC.1312,"Universidade Federal de Minas Gerais, University of Nairobi",Odontogenic Tumors; Ameloblastoma; Odontogenic Cysts,34.0,1.13,386.9,1.85,9.036,Universidade Federal de Minas Gerais
148,TC.1312,"Universidade Federal de Minas Gerais, University of Nairobi",Odontogenic Tumors; Ameloblastoma; Odontogenic Cysts,3.0,0.1,-100.0,3.02,9.036,University of Nairobi
149,TC.1316,University of Ghana,Peroxisomes; Adrenoleukodystrophy; Fatty Acids,1.0,0.05,-100.0,2.09,35.341,University of Ghana
150,TC.132,"Renmin University of China, University of Southampton, Zhejiang University",Alcohols; Reward; Cocaine,6.0,0.03,-,2.11,92.771,Renmin University of China
151,TC.132,"Renmin University of China, University of Southampton, Zhejiang University",Alcohols; Reward; Cocaine,14.0,0.08,-79.8,5.04,92.771,University of Southampton
152,TC.132,"Renmin University of China, University of Southampton, Zhejiang University",Alcohols; Reward; Cocaine,68.0,0.31,102.2,1.94,92.771,Zhejiang University
