,Topic Cluster,Topic Cluster Number,Scholarly Output,Publication share (%),Growth (%),Field-Weighted Citation Impact,Prominence percentile,Institution
20,Ozonization; Degradation; Wastewater Treatment,TC.206,6.0,0.02,-,2.77,98.728,Instituto Tecnologico de Estudios Superiores de Monterrey
21,Groundwater; Groundwater Resources; Aquifers,TC.502,3.0,0.04,-,2.68,62.383,Instituto Tecnologico de Estudios Superiores de Monterrey
22,Basin; Mountain; Mining,TC.538,2.0,0.04,-100.0,2.66,29.585,Instituto Tecnologico de Estudios Superiores de Monterrey
23,Idiopathic Pulmonary Fibrosis; Interstitial Lung Diseases; Langerhans-Cell Histiocytosis,TC.673,4.0,0.05,-,2.52,59.638999999999996,Instituto Tecnologico de Estudios Superiores de Monterrey
24,Cellulose; Lignin; Cellulases,TC.119,35.0,0.14,1569.4,2.5,98.126,Instituto Tecnologico de Estudios Superiores de Monterrey
25,Metagenome; Probiotics; Bacteria,TC.215,11.0,0.05,91.5,2.49,98.661,Instituto Tecnologico de Estudios Superiores de Monterrey
26,Forming; Metal Forming; Sheet Metal,TC.413,10.0,0.09,165.9,2.47,64.859,Instituto Tecnologico de Estudios Superiores de Monterrey
27,Bariatric Surgery; Gastric Bypass; Obesity,TC.865,3.0,0.04,-100.0,2.41,71.486,Instituto Tecnologico de Estudios Superiores de Monterrey
28,Viruses; Mosaic Viruses; Phytoplasma,TC.293,2.0,0.02,-,2.32,74.36399999999999,Instituto Tecnologico de Estudios Superiores de Monterrey
29,Agents; Multi Agent Systems; Models,TC.521,5.0,0.07,-100.0,2.27,39.224000000000004,Instituto Tecnologico de Estudios Superiores de Monterrey
30,Soil; Biochar; Soil Organic Carbon,TC.35,2.0,0.01,-,2.22,98.059,Instituto Tecnologico de Estudios Superiores de Monterrey
31,Carotenoids; Vitamin A; Crocus,TC.747,2.0,0.04,-,2.18,64.926,Instituto Tecnologico de Estudios Superiores de Monterrey
32,Neural Networks; Algorithms; Models,TC.1009,10.0,0.26,22.5,2.17,28.849,Instituto Tecnologico de Estudios Superiores de Monterrey
33,Law; Contract; Court,TC.1189,2.0,0.07,-,2.12,3.815,Instituto Tecnologico de Estudios Superiores de Monterrey
34,Algae; Microalgae; Biodiesel,TC.517,21.0,0.18,601.5,2.09,92.637,Instituto Tecnologico de Estudios Superiores de Monterrey
35,Plants; Rhizosphere; Rhizobium,TC.488,2.0,0.02,-,2.08,83.4,Instituto Tecnologico de Estudios Superiores de Monterrey
36,Hyaluronic Acid; Neoplasms; Glycosaminoglycans,TC.644,3.0,0.05,-,2.02,70.214,Instituto Tecnologico de Estudios Superiores de Monterrey
37,Landslides; Debris Flow; Slope Stability,TC.553,2.0,0.02,-,1.94,69.07600000000001,Instituto Tecnologico de Estudios Superiores de Monterrey
38,Vertigo; Cerebellum; Dizziness,TC.453,2.0,0.03,-100.0,1.92,58.768,Instituto Tecnologico de Estudios Superiores de Monterrey
39,Cloud Computing; Clouds; Distributed Computer Systems,TC.70,6.0,0.01,227.3,1.91,93.17299999999999,Instituto Tecnologico de Estudios Superiores de Monterrey
40,Actinomycosis; Actinomyces; Corynebacterium,TC.1470,2.0,0.13,-,1.89,3.213,Instituto Tecnologico de Estudios Superiores de Monterrey
41,Mycotoxins; Aflatoxins; Ochratoxins,TC.457,2.0,0.02,-100.0,1.88,81.727,Instituto Tecnologico de Estudios Superiores de Monterrey
42,Foreign Bodies; Eating; Child,TC.1202,2.0,0.06,-,1.85,6.627000000000001,Instituto Tecnologico de Estudios Superiores de Monterrey
43,Aortic Valve; Mitral Valve; Aortic Valve Stenosis,TC.243,2.0,0.01,-,1.85,86.814,Instituto Tecnologico de Estudios Superiores de Monterrey
44,Heart-Assist Devices; Extracorporeal Membrane Oxygenation; Patients,TC.739,6.0,0.08,-63.2,1.84,66.19800000000001,Instituto Tecnologico de Estudios Superiores de Monterrey
45,Design; Product Design; Product Development,TC.263,12.0,0.08,-83.6,1.82,69.47800000000001,Instituto Tecnologico de Estudios Superiores de Monterrey
46,Kalman Filters; Target Tracking; Algorithms,TC.333,2.0,0.01,-,1.81,59.906000000000006,Instituto Tecnologico de Estudios Superiores de Monterrey
47,Genome; Neoplasms; Genes,TC.436,7.0,0.05,27.9,1.81,94.04299999999999,Instituto Tecnologico de Estudios Superiores de Monterrey
48,Obesity; Motor Activity; Child,TC.18,18.0,0.03,145.5,1.8,99.197,Instituto Tecnologico de Estudios Superiores de Monterrey
49,Proteomics; Mass Spectrometry; Proteins,TC.227,2.0,0.01,-,1.79,92.50299999999999,Instituto Tecnologico de Estudios Superiores de Monterrey
0,Research; Data; Information Dissemination,TC.1257,9.0,0.16,-,19.24,66.867,Maastricht University
1,Health; Research; Income,TC.1068,21.0,0.33,410.2,14.99,60.71,Maastricht University
2,Ecosystem Services; Willingness To Pay; Valuation,TC.955,16.0,0.25,124.1,13.36,76.64,Maastricht University
3,Stroke; Patients; Cerebral Hemorrhage,TC.138,114.0,0.5,130.4,8.92,89.15700000000001,Maastricht University
4,Autophagy; Sirolimus; Neoplasms,TC.627,18.0,0.13,-100.0,6.08,92.57,Maastricht University
5,Vowels; Language; Dialect,TC.418,6.0,0.06,-,5.24,35.274,Maastricht University
6,Wounds And Injuries; Child Abuse; Craniocerebral Trauma,TC.1352,5.0,0.19,-,4.68,10.107000000000001,Maastricht University
7,Genome-Wide Association Study; Single Nucleotide Polymorphism; Genes,TC.592,39.0,0.39,110.7,4.32,84.20299999999999,Maastricht University
8,Glioma; Neoplasms; Glioblastoma,TC.222,37.0,0.21,-1.7,4.26,86.546,Maastricht University
9,Heart; Acoustic Waves; Cardiology,TC.1455,6.0,0.28,-,4.16,13.520999999999999,Maastricht University
10,Conflict Of Interest; Industry; Physicians,TC.942,8.0,0.16,-,4.04,40.228,Maastricht University
11,Genome; Neoplasms; Genes,TC.436,41.0,0.29,-8.7,3.96,94.04299999999999,Maastricht University
12,Colorectal Neoplasms; Rectal Neoplasms; Patients,TC.93,186.0,0.65,-21.9,3.95,92.035,Maastricht University
13,MicroRNAs; Long Untranslated RNA; Neoplasms,TC.219,76.0,0.18,-8.2,3.89,99.398,Maastricht University
14,Buildings; Management; Office Buildings,TC.1335,7.0,0.21,-,3.67,27.309,Maastricht University
15,Annexins; Neoplasms; Proteins,TC.1451,12.0,0.55,221.3,3.66,30.12,Maastricht University
16,Heart Arrest; Cardiopulmonary Resuscitation; Out-Of-Hospital Cardiac Arrest,TC.496,25.0,0.25,2.7,3.53,70.884,Maastricht University
17,Neutrophils; NADPH Oxidase; Reactive Oxygen Species,TC.1038,30.0,0.71,16.4,3.49,66.265,Maastricht University
18,Prenatal Diagnosis; Down Syndrome; First Pregnancy Trimester,TC.911,18.0,0.39,55.6,3.45,37.617,Maastricht University
19,Metagenome; Probiotics; Bacteria,TC.215,63.0,0.27,187.2,3.38,98.661,Maastricht University
20,Gambling; Internet; Students,TC.555,20.0,0.16,156.0,3.35,87.751,Maastricht University
21,Clinical Trials As Topic; Therapeutics; Methods,TC.883,13.0,0.22,178.2,3.34,55.89,Maastricht University
22,Students; Teaching; Education; E-Learning,TC.200,65.0,0.28,11.8,3.3,86.27799999999999,Maastricht University
23,Schizophrenia; Psychotic Disorders; Antipsychotic Agents,TC.80,240.0,1.03,-53.5,3.27,92.236,Maastricht University
24,Proteins; Exercise; Muscle Proteins,TC.1236,72.0,2.86,-49.6,3.24,48.126000000000005,Maastricht University
25,Health Literacy; Patients; Internet,TC.717,30.0,0.31,-3.1,3.24,69.612,Maastricht University
26,Prostatic Neoplasms; Prostate; Prostatectomy,TC.141,49.0,0.21,75.4,3.17,94.779,Maastricht University
27,Science; Risks; Nanotechnology,TC.550,35.0,0.37,-21.6,3.16,71.687,Maastricht University
28,Neoplastic Stem Cells; Neoplasms; Breast Neoplasms,TC.860,11.0,0.13,-,3.14,83.735,Maastricht University
29,Candida; Infection; Candida Albicans,TC.115,16.0,0.08,-30.2,3.11,85.20700000000001,Maastricht University
30,Suicide; Suicidal Ideation; Wounds And Injuries,TC.531,11.0,0.12,-100.0,3.06,73.829,Maastricht University
31,Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,TC.124,146.0,0.52,86.9,3.06,95.58200000000001,Maastricht University
32,Blood; Blood Transfusion; Patients,TC.272,41.0,0.33,-14.3,3.04,74.297,Maastricht University
33,Enterovirus; Poliomyelitis; Myocarditis,TC.871,13.0,0.23,-37.4,3.02,55.957,Maastricht University
34,Depression; Bipolar Disorder; Major Depressive Disorder,TC.175,67.0,0.43,19.9,3.0,88.68799999999999,Maastricht University
35,Sarcopenia; Patients; Aged,TC.782,96.0,0.98,-52.3,2.98,82.12899999999999,Maastricht University
36,Attention Deficit Disorder With Hyperactivity; Child; Methylphenidate,TC.721,14.0,0.21,147.2,2.96,67.805,Maastricht University
37,Obesity; Leptin; Adiponectin,TC.257,88.0,0.51,-4.3,2.92,91.633,Maastricht University
38,Research; Meta-Analysis As Topic; Guidelines As Topic,TC.356,74.0,0.51,-49.8,2.91,78.581,Maastricht University
39,Urinary Bladder Neoplasms; Cystectomy; Carcinoma,TC.417,21.0,0.22,-48.8,2.82,66.131,Maastricht University
40,Alzheimer Disease; Dementia; Amyloid,TC.32,293.0,0.74,16.0,2.82,98.795,Maastricht University
41,Industry; Innovation; Entrepreneurship,TC.24,133.0,0.29,-28.8,2.76,97.256,Maastricht University
42,Reinforcement Learning; Robots; Artificial Intelligence,TC.988,16.0,0.31,-83.6,2.74,33.333,Maastricht University
43,Vertigo; Cerebellum; Dizziness,TC.453,29.0,0.4,345.0,2.74,58.768,Maastricht University
44,Proteins; Molecular Dynamics Simulation; Molecular Dynamics,TC.108,5.0,0.02,-,2.69,94.846,Maastricht University
45,Appendicitis; Appendectomy; Appendix,TC.1160,6.0,0.17,-100.0,2.67,24.699,Maastricht University
46,Pancreatic Neoplasms; Pancreatitis; Patients,TC.51,57.0,0.2,-48.4,2.67,89.89299999999999,Maastricht University
47,Industry; Web Services; Models,TC.327,7.0,0.05,-,2.64,72.08800000000001,Maastricht University
48,Nanoparticles; Metal Nanoparticles; Nanostructures,TC.700,19.0,0.14,-,2.61,94.98,Maastricht University
49,Hypertrophic Cardiomyopathy; Myosins; Cardiomyopathies,TC.554,15.0,0.25,61.1,2.59,60.576,Maastricht University
0,Galaxies; Stars; Planets,TC.1,10.0,0.02,-,5.48,99.264,National Cheng Kung University
1,Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,TC.124,37.0,0.13,-32.0,5.12,95.58200000000001,National Cheng Kung University
2,Pancreatic Neoplasms; Pancreatitis; Patients,TC.51,26.0,0.09,39.3,4.18,89.89299999999999,National Cheng Kung University
3,China; Asia; Chinese,TC.495,15.0,0.15,-,4.0,42.503,National Cheng Kung University
4,Autophagy; Sirolimus; Neoplasms,TC.627,32.0,0.23,-55.4,3.87,92.57,National Cheng Kung University
5,Sarcopenia; Patients; Aged,TC.782,24.0,0.25,-69.1,3.83,82.12899999999999,National Cheng Kung University
6,Students; Teacher; Learning,TC.337,35.0,0.26,29.1,3.3,70.348,National Cheng Kung University
7,Hepatocellular Carcinoma; Liver; Neoplasms,TC.182,23.0,0.12,40.5,3.13,86.01100000000001,National Cheng Kung University
8,Forests; Landscapes; Plants,TC.151,8.0,0.04,-,3.04,94.712,National Cheng Kung University
9,Fish; Brazil; Siluriformes,TC.730,8.0,0.17,3.9,2.78,43.641000000000005,National Cheng Kung University
10,Cognitive Radio; MIMO Systems; Orthogonal Frequency Division Multiplexing,TC.3,184.0,0.23,1.3,2.73,97.523,National Cheng Kung University
11,T-Lymphocytes; Neoplasms; Immunotherapy,TC.12,40.0,0.08,75.7,2.7,99.665,National Cheng Kung University
12,MicroRNAs; Long Untranslated RNA; Neoplasms,TC.219,47.0,0.11,74.0,2.69,99.398,National Cheng Kung University
13,Optogenetics; Electrophysiology; Microelectrodes,TC.892,16.0,0.21,-49.1,2.51,72.624,National Cheng Kung University
14,Wood; Timber; Wood Products,TC.302,9.0,0.07,-100.0,2.47,72.155,National Cheng Kung University
15,Rivers; Fish; Streams,TC.149,10.0,0.07,-100.0,2.46,82.53,National Cheng Kung University
16,Reliability; Maintenance; Reliability Analysis,TC.353,11.0,0.08,166.0,2.38,68.407,National Cheng Kung University
17,Thermoelectricity; Thermoelectric Equipment; Thermal Conductivity,TC.619,21.0,0.2,-63.4,2.35,89.55799999999999,National Cheng Kung University
18,Whales; Dolphins; Seals,TC.516,8.0,0.11,-28.9,2.32,85.274,National Cheng Kung University
19,Synthetic Aperture Radar; Radar; Radar Imaging,TC.204,12.0,0.05,-58.0,2.28,81.794,National Cheng Kung University
20,Stomach Neoplasms; Esophageal Neoplasms; Gastrectomy,TC.309,16.0,0.11,18.5,2.24,75.904,National Cheng Kung University
21,Data Mining; Algorithms; Association Rules,TC.846,71.0,0.99,-78.5,2.23,52.61,National Cheng Kung University
22,Nanoparticles; Metal Nanoparticles; Nanostructures,TC.700,35.0,0.26,-10.6,2.17,94.98,National Cheng Kung University
23,Optimization; Algorithms; Evolutionary Algorithms,TC.259,24.0,0.12,-72.2,2.1,82.195,National Cheng Kung University
24,Amyotrophic Lateral Sclerosis; Motor Neurons; Patients,TC.1021,8.0,0.14,-45.5,2.09,78.514,National Cheng Kung University
25,Algae; Microalgae; Biodiesel,TC.517,121.0,1.04,-33.2,2.08,92.637,National Cheng Kung University
26,Cannabinoids; Cannabis; Endocannabinoids,TC.318,14.0,0.11,-42.9,2.07,88.42,National Cheng Kung University
27,Pharmaceutical Preparations; Nanoparticles; Tablets,TC.82,23.0,0.08,22.0,2.06,97.39,National Cheng Kung University
28,Language; Sign; Hearing,TC.1179,30.0,0.88,181.5,2.04,16.801,National Cheng Kung University
29,Cells; Drosophila; Neoplasms,TC.110,26.0,0.11,-4.5,1.96,94.645,National Cheng Kung University
30,Proteins; Membranes; Endocytosis,TC.498,10.0,0.14,214.1,1.95,78.24600000000001,National Cheng Kung University
31,Manganese Oxide; Manganites; Perovskite,TC.526,9.0,0.1,-31.3,1.95,73.96300000000001,National Cheng Kung University
32,Photosystem II Protein Complex; Photosynthesis; Chlorophyll,TC.329,11.0,0.13,142.0,1.9,83.66799999999999,National Cheng Kung University
33,Electric Power Transmission Networks; Wind Power; Electric Power Distribution,TC.28,68.0,0.11,-62.6,1.81,99.13,National Cheng Kung University
34,Heat Transfer; Nusselt Number; Natural Convection,TC.142,77.0,0.32,-38.1,1.8,96.72,National Cheng Kung University
35,Decay; Quarks; Neutrinos,TC.6,68.0,0.14,72.1,1.76,98.39399999999999,National Cheng Kung University
36,Ionic Liquids; Eutectics; Negative Ions,TC.847,20.0,0.2,-48.4,1.75,92.102,National Cheng Kung University
37,Proteomics; Mass Spectrometry; Proteins,TC.227,16.0,0.1,-74.0,1.71,92.50299999999999,National Cheng Kung University
38,Hepacivirus; Hepatitis B Virus; Hepatitis C,TC.58,64.0,0.22,9.9,1.7,95.448,National Cheng Kung University
39,Wind Turbines; Wind Power; Asynchronous Generators,TC.423,73.0,0.4,-48.9,1.68,85.609,National Cheng Kung University
40,Gasification; Pyrolysis; Coal,TC.87,100.0,0.32,105.6,1.68,98.527,National Cheng Kung University
41,Biodiesel; Diesel Engines; Engine Cylinders,TC.165,37.0,0.16,-38.7,1.68,93.90899999999999,National Cheng Kung University
42,Facial Paralysis; Brachial Plexus; Nerve Regeneration,TC.981,8.0,0.2,96.6,1.66,32.597,National Cheng Kung University
43,Ozonization; Degradation; Wastewater Treatment,TC.206,67.0,0.27,-20.5,1.65,98.728,National Cheng Kung University
44,Cryptography; Authentication; Data Privacy,TC.84,43.0,0.11,-73.3,1.64,93.24,National Cheng Kung University
45,Interconnection Networks; Algorithms; Fault Tolerance,TC.1366,31.0,1.35,-53.0,1.64,5.89,National Cheng Kung University
46,Drosophila; White Spot Syndrome Virus 1; Hemocytes,TC.1134,23.0,0.63,76.3,1.64,55.68899999999999,National Cheng Kung University
47,Radar; Ultra-Wideband (UWB); Microwaves,TC.1084,22.0,0.38,-53.9,1.63,38.688,National Cheng Kung University
48,Pharmacists; Pharmaceutical Preparations; Pharmacy,TC.199,15.0,0.08,-41.0,1.6,79.183,National Cheng Kung University
49,Electric Fault Location; Electric Lines; Electric Power Distribution,TC.407,13.0,0.1,-48.3,1.59,56.827,National Cheng Kung University
0,Data Storage Equipment; Program Processors; Applications,TC.92,2.0,0.01,-,11.55,81.928,Renmin University of China
1,Stomach Neoplasms; Esophageal Neoplasms; Gastrectomy,TC.309,1.0,0.01,-,6.39,75.904,Renmin University of China
2,Students; Engineering; Education,TC.306,1.0,0.01,-,4.66,45.315,Renmin University of China
3,Endometriosis; Ovarian Neoplasms; Endometrial Neoplasms,TC.60,1.0,0.0,-,4.47,90.361,Renmin University of China
4,Personality; Borderline Personality Disorder; Personality Disorders,TC.689,2.0,0.03,-,4.11,62.985,Renmin University of China
5,Secondary Batteries; Electric Batteries; Lithium Alloys,TC.30,34.0,0.05,975.5,3.89,100.0,Renmin University of China
6,Graphene; Carbon Nanotubes; Nanotubes,TC.22,72.0,0.1,79.6,3.84,99.866,Renmin University of China
7,Career; Students; Schools,TC.1133,16.0,0.45,42.5,3.73,28.983,Renmin University of China
8,Chemotaxis; Tumors; Global Existence,TC.1338,12.0,0.33,-,3.7,40.027,Renmin University of China
9,Photochemotherapy; Porphyrins; Photosensitizing Agents,TC.314,6.0,0.06,-,3.59,85.81,Renmin University of China
10,HIV-1; HIV; HIV Infections,TC.188,3.0,0.02,-,3.51,88.755,Renmin University of China
11,Flora; Grasslands; Italy,TC.706,1.0,0.03,-,3.47,30.924,Renmin University of China
12,Synthesis (Chemical); Cycloaddition Reaction; Cyclization,TC.882,2.0,0.08,19.0,3.19,42.57,Renmin University of China
13,Ligands; Ruthenium; Catalysts,TC.75,17.0,0.1,-,3.13,97.791,Renmin University of China
14,Fish; Brazil; Siluriformes,TC.730,1.0,0.02,-,3.02,43.641000000000005,Renmin University of China
15,Escherichia Coli; Bacteria; Quorum Sensing,TC.198,2.0,0.01,-100.0,2.94,92.838,Renmin University of China
16,Teachers; Language; Student,TC.265,7.0,0.04,54.0,2.92,73.36,Renmin University of China
17,Polyurethanes; Shape Memory Effect; Epoxy Resins,TC.402,2.0,0.02,-,2.69,87.885,Renmin University of China
18,Nanoparticles; Metal Nanoparticles; Nanostructures,TC.700,7.0,0.05,-,2.68,94.98,Renmin University of China
19,Spirituality; Religion; Life,TC.576,5.0,0.06,-66.6,2.66,44.645,Renmin University of China
20,Solar Energy; Photovoltaic Cells; Solar Radiation,TC.340,3.0,0.02,-100.0,2.6,94.51100000000001,Renmin University of China
21,Hydrogen Sulfide; Cystathionine Gamma-Lyase; Sulfides,TC.1365,2.0,0.06,-,2.55,62.516999999999996,Renmin University of China
22,Predator Prey Systems; Epidemic Model; Predator-Prey Model,TC.561,21.0,0.23,-,2.55,61.58,Renmin University of China
23,Health; Socioeconomic Factors; Mortality,TC.537,5.0,0.05,-12.3,2.5,75.301,Renmin University of China
24,Opioid Analgesics; Mu Opioid Receptors; Opioid Receptors,TC.669,2.0,0.07,-100.0,2.49,37.149,Renmin University of China
25,Wastes; Solid Wastes; Municipal Solid Waste,TC.703,5.0,0.06,-62.9,2.48,79.719,Renmin University of China
26,Carbonates; Catalysts; Carbon Dioxide,TC.1380,2.0,0.07,-,2.47,69.946,Renmin University of China
27,Vitiligo; Skin; Therapeutics,TC.523,4.0,0.05,-,2.43,62.115,Renmin University of China
28,Speech; Speech Recognition; Models,TC.156,13.0,0.06,72.2,2.4,82.999,Renmin University of China
29,Polyelectrolytes; Neurophysiology; Multilayer Films,TC.1326,10.0,0.25,197.4,2.4,74.431,Renmin University of China
30,Location; Algorithms; Wi-Fi,TC.643,2.0,0.02,-,2.31,70.683,Renmin University of China
31,Science; Risks; Nanotechnology,TC.550,15.0,0.16,-80.4,2.29,71.687,Renmin University of China
32,Sex Ratio; India; Parturition,TC.1358,9.0,0.4,17.2,2.26,12.985,Renmin University of China
33,Gallium Nitride; Light Emitting Diodes; High Electron Mobility Transistors,TC.208,8.0,0.04,-,2.13,87.149,Renmin University of China
34,Alcohols; Reward; Cocaine,TC.132,6.0,0.03,-,2.11,92.771,Renmin University of China
35,Manifold; Curvature; Metric,TC.158,31.0,0.15,64.6,2.0,63.788000000000004,Renmin University of China
36,Robots; Robotics; Manipulators,TC.101,1.0,0.0,-,1.99,88.956,Renmin University of China
37,Education; Student; University,TC.666,7.0,0.1,-41.6,1.97,45.648999999999994,Renmin University of China
38,Tree Ring; Trees; Growth Rings,TC.370,6.0,0.06,-,1.96,85.676,Renmin University of China
39,Decay; Quarks; Neutrinos,TC.6,1.0,0.0,-,1.93,98.39399999999999,Renmin University of China
40,Gambling; Internet; Students,TC.555,15.0,0.12,6.7,1.92,87.751,Renmin University of China
41,Lipid Bilayers; Membranes; Lipids,TC.529,1.0,0.01,-,1.87,79.317,Renmin University of China
42,Anti-Bacterial Agents; Infection; Methicillin-Resistant Staphylococcus Aureus,TC.16,1.0,0.0,-,1.86,98.26,Renmin University of China
43,Jatropha; Jatropha Curcas; Brazil,TC.886,1.0,0.02,-,1.82,31.526,Renmin University of China
44,Pesticides; Pesticide Residues; Solid Phase Extraction,TC.404,5.0,0.04,-,1.81,92.169,Renmin University of China
45,Ethylenes; Apples; Fruit,TC.308,5.0,0.05,3.1,1.81,74.632,Renmin University of China
46,Dairy Cows; Cows; Mastitis,TC.136,2.0,0.01,-,1.79,80.857,Renmin University of China
47,Catalysis; Synthesis (Chemical); Catalysts,TC.4,50.0,0.09,-12.8,1.78,99.79899999999999,Renmin University of China
48,Cryptography; Authentication; Data Privacy,TC.84,70.0,0.17,49.5,1.78,93.24,Renmin University of China
49,Students; Education; Teaching,TC.542,6.0,0.05,32.9,1.78,74.833,Renmin University of China
0,Fixed Point; Fixed Point Theorem; Metric Space,TC.301,2.0,0.01,-,30.1,53.614,"The Chinese University of Hong Kong, Shenzhen"
1,Schools; Students; Disability,TC.394,1.0,0.01,-,23.6,51.272,"The Chinese University of Hong Kong, Shenzhen"
2,Traffic Control; Transportation; Models,TC.107,8.0,0.02,-74.4,7.66,93.708,"The Chinese University of Hong Kong, Shenzhen"
3,Metagenome; Probiotics; Bacteria,TC.215,6.0,0.03,-,7.58,98.661,"The Chinese University of Hong Kong, Shenzhen"
4,Prenatal Diagnosis; Down Syndrome; First Pregnancy Trimester,TC.911,1.0,0.02,-100.0,6.75,37.617,"The Chinese University of Hong Kong, Shenzhen"
5,Semantics; Models; Recommender Systems,TC.37,11.0,0.02,-60.9,5.8,96.319,"The Chinese University of Hong Kong, Shenzhen"
6,Location; Algorithms; Wi-Fi,TC.643,1.0,0.01,-,5.68,70.683,"The Chinese University of Hong Kong, Shenzhen"
7,Industry; Web Services; Models,TC.327,4.0,0.03,-100.0,5.2,72.08800000000001,"The Chinese University of Hong Kong, Shenzhen"
8,Literacy; Teacher; Student,TC.450,1.0,0.01,-,4.8,46.185,"The Chinese University of Hong Kong, Shenzhen"
9,China; Chinese; Hong Kong,TC.471,1.0,0.01,-,4.44,48.861999999999995,"The Chinese University of Hong Kong, Shenzhen"
10,Alkaloids; Indole Alkaloids; Carbolines,TC.890,1.0,0.03,-,4.12,56.626999999999995,"The Chinese University of Hong Kong, Shenzhen"
11,Vitamin D; Vitamin D Deficiency; Parathyroid Hormone,TC.187,1.0,0.01,-,4.11,89.625,"The Chinese University of Hong Kong, Shenzhen"
12,Atoms; Bose-Einstein Condensates; Gases,TC.332,4.0,0.04,-,3.95,81.392,"The Chinese University of Hong Kong, Shenzhen"
13,Cells; Neoplasms; Hydrogels,TC.166,3.0,0.01,-,3.78,97.055,"The Chinese University of Hong Kong, Shenzhen"
14,Students; Teaching; Education; E-Learning,TC.200,2.0,0.01,-,3.74,86.27799999999999,"The Chinese University of Hong Kong, Shenzhen"
15,Psychology; Well-Being; Happiness,TC.713,2.0,0.02,-,3.63,65.663,"The Chinese University of Hong Kong, Shenzhen"
16,Iron; Anemia; Erythropoietin,TC.238,3.0,0.02,-,3.49,83.133,"The Chinese University of Hong Kong, Shenzhen"
17,Kisspeptins; Gonadotropin-Releasing Hormone; Estradiol,TC.379,3.0,0.06,-,3.44,58.701,"The Chinese University of Hong Kong, Shenzhen"
18,Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,TC.124,3.0,0.01,-,3.39,95.58200000000001,"The Chinese University of Hong Kong, Shenzhen"
19,Zebrafish; Danio Rerio; Fishes,TC.1159,1.0,0.02,-,3.38,55.086999999999996,"The Chinese University of Hong Kong, Shenzhen"
20,Monetary Policy; Economic Growth; Exports,TC.21,3.0,0.01,-,3.34,90.094,"The Chinese University of Hong Kong, Shenzhen"
